2.000000000000000000e+02,1.312992407812182483e-03,-3.488087772809751372e-04
2.010000000000000000e+02,9.953879484365347422e-04,-3.317452478502404289e-04
2.020000000000000000e+02,6.777834890608871099e-04,-3.146817184195056663e-04
2.030000000000000000e+02,3.757799986930028839e-04,-2.977133663688323671e-04
2.040000000000000000e+02,8.937751543103882794e-05,-2.808401919616775391e-04
2.050000000000000000e+02,-1.814238855210350534e-04,-2.640621959362815974e-04
2.060000000000000000e+02,-4.366240974690647060e-04,-2.473793798876601112e-04
2.070000000000000000e+02,-6.762229985658596435e-04,-2.307917466913524324e-04
2.080000000000000000e+02,-9.002204633782392865e-04,-2.142993010438413472e-04
2.090000000000000000e+02,-1.108616365123670866e-03,-1.979020503386452431e-04
2.100000000000000000e+02,-1.301410585568380050e-03,-1.816000058648122668e-04
2.110000000000000000e+02,-1.478603041859107318e-03,-1.653931851357253065e-04
2.120000000000000000e+02,-1.640193732515159066e-03,-1.492816176162646861e-04
2.130000000000000000e+02,-1.786182801103968409e-03,-1.332653600799151906e-04
2.140000000000000000e+02,-1.916570609299316549e-03,-1.173445718654215738e-04
2.150000000000000000e+02,-2.031357829396913256e-03,-1.019783146698036332e-04
2.160000000000000000e+02,-2.130545585760722227e-03,-8.762583248880550016e-05
2.170000000000000000e+02,-2.214135722972101344e-03,-7.428748020628114063e-05
2.180000000000000000e+02,-2.282131416064561019e-03,-6.196332854323815013e-05
2.190000000000000000e+02,-2.334538695029609971e-03,-5.065340585732870616e-05
2.200000000000000000e+02,-2.371372477846294714e-03,-4.035772521082251944e-05
2.210000000000000000e+02,-2.392759738746116742e-03,-3.107629190395301376e-05
2.220000000000000000e+02,-2.405321324486892846e-03,-2.280910562862539190e-05
2.230000000000000000e+02,-2.415577982824798024e-03,-1.555616020655357085e-05
2.240000000000000000e+02,-2.423551330269859555e-03,-9.317440319057117309e-06
2.250000000000000000e+02,-2.429250140667137646e-03,-4.092910456065359650e-06
2.260000000000000000e+02,-2.432679725243296932e-03,1.175461993649021971e-07
2.270000000000000000e+02,-2.433844123764323120e-03,3.662030216979765729e-06
2.280000000000000000e+02,-2.432746938559428047e-03,6.888705076996015025e-06
2.290000000000000000e+02,-2.429391832131491246e-03,9.797759376561645148e-06
2.300000000000000000e+02,-2.423783035511555602e-03,1.238924054952187175e-05
2.310000000000000000e+02,-2.415925918373740093e-03,1.466316861349346787e-05
2.320000000000000000e+02,-2.405827954574018494e-03,1.661955261135687978e-05
2.330000000000000000e+02,-2.393500981880355462e-03,1.825839532976157226e-05
2.340000000000000000e+02,-2.378966597223944931e-03,1.957969444617816437e-05
2.350000000000000000e+02,-2.362274809419019368e-03,2.058344169924100788e-05
2.360000000000000000e+02,-2.343565791229417633e-03,2.126961900278581251e-05
2.370000000000000000e+02,-2.323110267819591349e-03,2.163818631461264527e-05
2.380000000000000000e+02,-2.301219811023174147e-03,2.168901615611791201e-05
2.390000000000000000e+02,-2.278163460620730510e-03,2.139530305741065971e-05
2.400000000000000000e+02,-2.254179437206194677e-03,2.073018791743203875e-05
2.410000000000000000e+02,-2.229513199094338479e-03,1.969348129980545679e-05
2.420000000000000000e+02,-2.204492019946466090e-03,1.828513145358110200e-05
2.430000000000000000e+02,-2.179789084581396259e-03,1.650511496443212087e-05
2.440000000000000000e+02,-2.157702130290947793e-03,1.435342009664780797e-05
2.450000000000000000e+02,-2.140289335127364741e-03,1.183004139348604946e-05
2.460000000000000000e+02,-2.127821409739982187e-03,8.934977867278337858e-06
2.470000000000000000e+02,-2.120342564580276513e-03,5.668232558902858290e-06
2.480000000000000000e+02,-2.117869169368926524e-03,2.029812987214447379e-06
2.490000000000000000e+02,-2.120409778642088489e-03,-1.980267621062966401e-06
2.500000000000000000e+02,-2.127969503762844761e-03,-6.361987814282331624e-06
2.510000000000000000e+02,-2.140551721997227281e-03,-1.111531269443099472e-05
2.520000000000000000e+02,-2.158158788160740096e-03,-1.624018505529508305e-05
2.530000000000000000e+02,-2.180792371881480878e-03,-2.173650718535539330e-05
2.540000000000000000e+02,-2.208453657286736736e-03,-2.760409684654741569e-05
2.550000000000000000e+02,-2.241143445201729777e-03,-3.384257839427041818e-05
2.560000000000000000e+02,-2.278862213822203421e-03,-4.045090638638672238e-05
2.570000000000000000e+02,-2.321610159976807836e-03,-4.732638833656132004e-05
